SID,SEASON,GEN_TIME,GEN_LAT,GEN_LON,GEN_NATURE,MAX_TIME,MAX_LAT,MAX_LON,MAX_INTENSITY_KT
1997210N21089,1997,1997-07-29 03:00:00,21.0,89.0,TS,1997-07-30 03:00:00,21.0,87.5,30.0
1997212N11265,1997,1997-07-30 12:00:00,11.0,-94.7,TS,1997-08-04 18:00:00,14.2,-116.6,140.0
1997216N20091,1997,1997-08-04 06:00:00,20.0,91.0,TS,1997-08-05 03:00:00,22.0,88.0,30.0
1997217N06168,1997,1997-08-05 00:00:00,5.6,168.0,NR,1997-08-12 03:00:00,17.5,146.6,140.0
1997221N03179,1997,1997-08-09 06:00:00,3.1,179.0,NR,1997-08-23 12:00:00,43.7,167.0,65.0
1997222N11246,1997,1997-08-10 00:00:00,10.5,-114.4,TS,1997-08-12 06:00:00,13.1,-118.4,45.0
1997225N09186,1997,1997-08-13 00:00:00,9.3,185.7,NR,1997-08-17 18:00:00,16.7,171.7,30.0
1997229N19242,1997,1997-08-17 00:00:00,18.7,-117.9,TS,1997-08-17 12:00:00,20.4,-119.4,35.0
1997232N14136,1997,1997-08-19 12:00:00,14.0,136.0,NR,1997-08-27 15:00:00,20.0,124.7,110.0
1997232N17115,1997,1997-08-19 12:00:00,16.9,115.0,NR,1997-08-22 09:00:00,21.0,109.5,75.0
1997232N20088,1997,1997-08-20 03:00:00,20.5,87.5,TS,1997-08-20 06:00:00,20.5,87.0,30.0
1997236N10172,1997,1997-08-24 00:00:00,9.5,172.0,NR,1997-09-01 09:00:00,24.5,139.0,135.0
1997238N11227,1997,1997-08-25 12:00:00,10.9,-133.1,TS,1997-08-28 15:00:00,18.0,-137.5,120.0
1997238N19112,1997,1997-08-26 00:00:00,19.1,112.3,NR,1997-08-30 00:00:00,23.6,118.4,45.0
1997240N12193,1997,1997-08-28 06:00:00,11.8,193.3,TS,1997-09-09 21:00:00,18.5,152.9,140.0
1997240N20087,1997,1997-08-28 03:00:00,19.5,87.0,TS,1997-08-28 03:00:00,19.5,87.0,25.0
1997246N11316,1997,1997-09-03 06:00:00,10.9,-44.1,TS,1997-09-08 18:00:00,23.2,-62.5,110.0
1997247N18248,1997,1997-09-03 18:00:00,17.7,-112.2,TS,1997-09-05 00:00:00,20.0,-117.8,50.0
1997252N10171,1997,1997-09-09 00:00:00,9.9,171.1,NR,1997-09-14 21:00:00,20.7,159.7,95.0
1997253N12255,1997,1997-09-09 12:00:00,12.4,-104.7,TS,1997-09-12 06:00:00,17.1,-109.6,160.0
1997256N14227,1997,1997-09-12 18:00:00,14.3,-133.1,TS,1997-09-14 06:00:00,13.6,-135.6,40.0
1997259N13258,1997,1997-09-16 06:00:00,12.7,-101.7,TS,1997-09-21 12:00:00,16.6,-108.0,115.0
1997261N13114,1997,1997-09-17 12:00:00,13.0,114.0,NR,1997-09-24 09:00:00,15.8,110.1,75.0
1997262N22184,1997,1997-09-18 18:00:00,22.0,184.4,NR,1997-09-22 00:00:00,26.4,162.5,40.0
1997263N14084,1997,1997-09-19 18:00:00,14.2,84.0,NR,1997-09-26 21:00:00,22.3,91.0,65.0
1997265N10175,1997,1997-09-21 12:00:00,10.3,174.7,NR,1997-09-27 03:00:00,22.1,159.0,145.0
1997270N11265,1997,1997-09-26 12:00:00,11.3,-94.6,TS,1997-09-27 18:00:00,14.5,-94.8,60.0
1997270N18111,1997,1997-09-27 00:00:00,18.2,111.2,NR,1997-10-03 00:00:00,14.8,111.8,40.0
1997273N13151,1997,1997-09-29 12:00:00,13.0,151.0,NR,1997-10-03 00:00:00,17.1,140.9,30.0
1997277S04170,1998,1997-10-04 06:00:00,-4.0,170.0,TS,1997-10-10 09:00:00,-13.8,172.1,58.0
1997278N24296,1997,1997-10-04 18:00:00,24.2,-64.5,TS,1997-10-08 18:00:00,29.2,-48.8,40.0
1997279N12263,1997,1997-10-05 12:00:00,12.2,-96.6,TS,1997-10-07 12:00:00,13.2,-94.5,115.0
1997279N14221,1997,1997-10-05 12:00:00,14.0,-139.5,TS,1997-10-05 12:00:00,14.0,-139.5,25.0
1997283N07177,1997,1997-10-09 12:00:00,7.0,177.0,NR,1997-10-17 15:00:00,14.6,128.9,158.0
1997284N04179,1997,1997-10-11 00:00:00,3.8,178.6,NR,1997-10-17 09:00:00,14.7,149.4,160.0
1997288N20291,1997,1997-10-14 12:00:00,20.0,-68.7,TS,1997-10-15 12:00:00,20.6,-68.0,40.0
1997296N07176,1997,1997-10-22 12:00:00,6.5,175.5,NR,1997-10-30 00:00:00,7.6,162.0,55.0
1997297S11177,1998,1997-10-24 06:00:00,-10.5,177.0,TS,1997-10-26 06:00:00,-12.9,174.1,35.0
1997298N06140,1997,1997-10-25 00:00:00,6.0,140.0,NR,1997-11-02 21:00:00,9.5,103.3,65.0
1997299N07169,1997,1997-10-26 06:00:00,6.7,168.7,TS,1997-11-01 09:00:00,12.4,151.0,153.0
1997301N09202,1997,1997-10-27 18:00:00,9.0,-158.3,NR,1997-10-29 12:00:00,11.0,-161.3,35.0
1997302S08199,1998,1997-10-28 18:00:00,-7.5,-161.1,TS,1997-11-03 15:00:00,-17.2,-153.4,100.0
1997307N08082,1997,1997-11-02 12:00:00,7.9,81.6,NR,1997-11-11 09:00:00,12.8,65.6,55.0
1997308N08069,1997,1997-11-04 00:00:00,7.8,68.7,NR,1997-11-08 00:00:00,10.2,55.5,35.0
1997311N09258,1997,1997-11-07 00:00:00,9.0,-102.5,TS,1997-11-09 12:00:00,15.3,-99.8,85.0
1997311N10151,1997,1997-11-07 00:00:00,10.1,150.8,NR,1997-11-12 21:00:00,13.6,132.8,65.0
1997319S09180,1998,1997-11-15 06:00:00,-9.0,180.0,NR,1997-11-19 15:00:00,-15.7,160.0,68.0
1997326S09203,1998,1997-11-21 18:00:00,-9.2,-156.7,TS,1997-11-26 09:00:00,-17.7,-151.7,90.0
1997333N06194,1997,1997-11-28 18:00:00,5.6,193.7,TS,1997-12-17 21:00:00,14.2,140.2,158.0
1997336S09195,1998,1997-12-02 00:00:00,-9.1,-164.9,TS,1997-12-06 15:00:00,-12.3,-163.0,65.0
1997355S05189,1998,1997-12-20 12:00:00,-5.3,188.7,TS,1998-01-05 09:00:00,-14.6,169.9,140.0
1997359S12129,1998,1997-12-24 12:00:00,-11.9,129.0,NR,1997-12-27 09:00:00,-12.8,136.8,45.0
1997360S12111,1998,1997-12-25 16:00:00,-11.9,110.9,TS,1997-12-27 22:00:00,-15.5,109.1,75.0
1998001S09195,1998,1998-01-01 06:00:00,-9.0,-165.5,NR,1998-01-05 15:00:00,-13.1,-175.6,145.0
1998002S14151,1998,1998-01-01 12:00:00,-14.5,150.9,DS,1998-01-09 21:00:00,-15.7,164.6,90.0
1998016S12043,1998,1998-01-15 18:00:00,-12.1,43.0,TS,1998-01-17 18:00:00,-16.2,38.6,35.0
1998022S15125,1998,1998-01-22 10:00:00,-15.0,124.5,TS,1998-01-27 03:00:00,-18.8,117.2,120.0
1998022S15143,1998,1998-01-21 18:00:00,-14.9,143.0,NR,1998-01-24 19:30:00,-14.3,136.4,60.0
1998025S12185,1998,1998-01-24 18:00:00,-11.7,-174.6,TS,1998-01-26 03:00:00,-13.5,-172.3,40.0
1998030S13194,1998,1998-01-30 06:00:00,-13.1,-165.8,NR,1998-02-02 03:00:00,-18.6,-146.2,75.0
1998030S14208,1998,1998-01-29 18:00:00,-14.1,-152.0,NR,1998-02-01 03:00:00,-24.5,-136.3,65.0
1998031S12187,1998,1998-01-31 06:00:00,-12.2,-173.4,NR,1998-02-03 06:00:00,-15.6,-160.0,50.0
1998032S18036,1998,1998-02-01 00:00:00,-18.1,35.6,TS,1998-02-16 15:00:00,-23.1,41.7,40.0
1998036S13066,1998,1998-02-05 00:00:00,-12.7,66.2,NR,1998-02-11 15:00:00,-21.3,59.0,115.0
1998036S13135,1998,1998-02-04 18:00:00,-13.1,135.2,NR,1998-02-13 03:00:00,-17.0,108.4,90.0
1998045S17042,1998,1998-02-13 18:00:00,-17.3,41.8,NR,1998-02-14 12:00:00,-18.5,41.3,30.0
1998046S19070,1998,1998-02-15 06:00:00,-19.3,70.1,NR,1998-02-18 03:00:00,-28.7,64.4,45.0
1998056S14139,1998,1998-02-24 18:00:00,-14.4,138.9,NR,1998-02-25 18:00:00,-15.5,138.5,40.0
1998064S09093,1998,1998-03-04 18:00:00,-9.0,92.5,NR,1998-03-13 03:00:00,-19.7,81.5,90.0
1998064S13061,1998,1998-03-04 12:00:00,-13.4,61.2,TS,1998-03-07 21:00:00,-19.2,69.2,55.0
1998073S11065,1998,1998-03-13 12:00:00,-11.0,65.2,NR,1998-03-17 03:00:00,-17.2,61.5,35.0
1998076S11170,1998,1998-03-17 06:00:00,-11.1,169.7,TS,1998-03-22 03:00:00,-18.3,168.0,90.0
1998079S10145,1998,1998-03-19 12:00:00,-9.8,145.3,TS,1998-03-23 15:00:00,-14.3,146.1,65.0
1998087S15172,1998,1998-03-28 06:00:00,-14.9,172.2,TS,1998-03-31 21:00:00,-15.1,166.7,100.0
1998096S13071,1998,1998-04-06 06:00:00,-12.7,70.8,TS,1998-04-10 21:00:00,-15.4,75.4,70.0
1998096S16077,1998,1998-04-06 06:00:00,-15.7,76.8,TS,1998-04-06 18:00:00,-16.3,76.2,30.0
1998106S09135,1998,1998-04-16 00:00:00,-8.6,135.4,TS,1998-04-18 18:00:00,-12.9,126.0,40.0
1998107S11084,1998,1998-04-17 00:00:00,-10.8,84.0,TS,1998-04-19 06:00:00,-10.5,75.0,40.0
1998108S10203,1998,1998-04-18 00:00:00,-10.0,-157.0,NR,1998-04-22 12:00:00,-10.8,-159.2,45.0
1998120S16220,1998,1998-04-29 12:00:00,-16.2,-140.4,NR,1998-04-30 06:00:00,-18.4,-138.2,45.0
1998133N04086,1998,1998-05-13 00:00:00,4.0,85.5,NR,1998-05-19 21:00:00,21.4,91.2,65.0
1998147N11061,1998,1998-05-27 06:00:00,11.2,61.4,NR,1998-05-28 00:00:00,12.8,60.4,35.0
1998152N11075,1998,1998-06-01 06:00:00,10.6,74.7,NR,1998-06-08 21:00:00,21.0,68.6,100.0
1998161N09261,1998,1998-06-09 18:00:00,8.9,-99.3,NR,1998-06-14 00:00:00,16.3,-116.2,55.0
1998165N18088,1998,1998-06-13 15:00:00,17.5,87.5,TS,1998-06-13 18:00:00,17.5,86.0,30.0
1998169N12265,1998,1998-06-18 00:00:00,11.5,-95.5,NR,1998-06-20 00:00:00,15.8,-105.9,30.0
1998173N08266,1998,1998-06-22 00:00:00,8.0,-94.5,TS,1998-06-25 06:00:00,15.3,-106.8,120.0
1998187N17132,1998,1998-07-06 00:00:00,17.2,132.3,NR,1998-07-08 06:00:00,20.1,129.0,30.0
1998188N18117,1998,1998-07-07 00:00:00,18.3,117.0,NR,1998-07-09 09:00:00,23.0,119.9,48.0
1998197N13259,1998,1998-07-16 00:00:00,13.3,-101.2,NR,1998-07-19 00:00:00,21.8,-113.6,50.0
1998201S05086,1999,1998-07-20 00:00:00,-4.8,85.7,TS,1998-07-22 00:00:00,-9.6,80.1,35.0
1998203N11253,1998,1998-07-21 18:00:00,11.1,-106.9,NR,1998-07-25 06:00:00,15.2,-119.3,100.0
1998204N17144,1998,1998-07-22 18:00:00,17.0,144.1,NR,1998-07-25 12:00:00,30.9,147.2,45.0
1998209N11335,1998,1998-07-27 12:00:00,11.3,-25.4,TS,1998-07-30 18:00:00,15.1,-46.1,45.0
1998210N14263,1998,1998-07-28 18:00:00,13.9,-97.5,NR,1998-08-02 06:00:00,16.8,-117.5,115.0
1998213N14128,1998,1998-08-01 06:00:00,14.1,128.0,NR,1998-08-03 21:00:00,21.7,122.2,90.0
1998216N09260,1998,1998-08-04 00:00:00,8.7,-100.3,NR,1998-08-09 00:00:00,25.4,-113.3,40.0
1998217N10130,1998,1998-08-05 06:00:00,10.2,129.9,NR,1998-08-10 15:00:00,20.6,112.1,58.0
1998222N09257,1998,1998-08-09 18:00:00,9.0,-103.0,NR,1998-08-14 12:00:00,19.8,-120.1,100.0
1998228N13218,1998,1998-08-16 00:00:00,13.1,-142.3,TS,1998-08-16 12:00:00,13.4,-143.6,30.0
1998230N11267,1998,1998-08-18 00:00:00,11.3,-92.8,NR,1998-08-23 00:00:00,14.4,-108.0,130.0
1998232N15312,1998,1998-08-19 12:00:00,14.7,-48.1,TS,1998-08-23 12:00:00,24.1,-71.5,100.0
1998233N18115,1998,1998-08-21 06:00:00,17.8,115.4,TS,,,,
1998233N25268,1998,1998-08-21 06:00:00,25.3,-92.3,TS,1998-08-22 06:00:00,27.5,-96.5,60.0
1998235N17131,1998,1998-08-22 12:00:00,16.6,130.5,NR,1998-08-28 03:00:00,26.7,140.6,113.0
1998236N13326,1998,1998-08-24 06:00:00,13.4,-34.3,TS,1998-08-26 06:00:00,18.4,-49.1,90.0
1998242N14252,1998,1998-08-29 18:00:00,14.4,-107.9,NR,1998-09-02 18:00:00,24.1,-109.2,65.0
1998243N23122,1998,1998-08-31 06:00:00,22.6,122.4,NR,1998-09-02 06:00:00,27.4,131.3,30.0
1998244N22267,1998,1998-08-31 12:00:00,21.6,-93.5,TS,1998-09-02 18:00:00,28.7,-87.9,85.0
1998249N16256,1998,1998-09-05 18:00:00,16.2,-103.7,NR,1998-09-08 12:00:00,20.7,-112.0,50.0
1998252N26266,1998,1998-09-08 18:00:00,25.5,-94.5,TS,1998-09-11 00:00:00,27.2,-95.9,55.0
1998253N17150,1998,1998-09-10 00:00:00,17.0,149.6,NR,1998-09-14 21:00:00,27.5,137.3,65.0
1998254N20116,1998,1998-09-11 06:00:00,20.2,115.7,TS,1998-09-13 00:00:00,20.3,112.7,25.0
1998258N19126,1998,1998-09-14 18:00:00,19.4,126.1,NR,1998-09-17 03:00:00,22.7,134.5,125.0
1998259N10335,1998,1998-09-15 12:00:00,9.7,-25.1,TS,1998-09-20 06:00:00,16.0,-56.3,135.0
1998259N17118,1998,1998-09-16 00:00:00,17.3,117.9,NR,1998-09-18 21:00:00,16.1,120.2,83.0
1998260N16110,1998,1998-09-16 18:00:00,16.0,110.2,NR,1998-09-18 06:00:00,16.7,108.0,30.0
1998261N27270,1998,1998-09-17 12:00:00,26.9,-90.3,TS,1998-09-19 18:00:00,28.3,-91.1,40.0
1998262N13333,1998,1998-09-19 00:00:00,13.4,-26.6,TS,1998-09-26 06:00:00,39.2,-36.3,80.0
1998262N20137,1998,1998-09-18 18:00:00,19.6,136.9,NR,1998-09-20 12:00:00,26.0,136.7,45.0
1998264N10343,1998,1998-09-21 06:00:00,9.6,-17.4,TS,1998-09-24 06:00:00,15.9,-33.4,90.0
1998267N13134,1998,1998-09-24 06:00:00,12.9,134.2,NR,1998-09-29 15:00:00,29.8,126.2,70.0
1998267N33295,1998,1998-09-23 12:00:00,33.3,-65.4,TS,1998-09-27 00:00:00,33.9,-47.3,90.0
1998271S05084,1999,1998-09-27 12:00:00,-5.4,83.8,TS,1998-09-29 06:00:00,-8.6,78.4,35.0
1998272N18068,1998,1998-09-28 18:00:00,18.4,67.7,NR,1998-09-30 00:00:00,18.2,65.7,35.0
1998274N19254,1998,1998-09-30 12:00:00,19.4,-106.2,NR,1998-10-01 18:00:00,20.4,-109.0,30.0
1998275N12113,1998,1998-10-02 00:00:00,12.0,113.0,NR,1998-10-03 06:00:00,14.9,113.4,30.0
1998277N24122,1998,1998-10-04 00:00:00,23.8,122.2,NR,1998-10-06 12:00:00,24.6,122.8,30.0
1998278N14314,1998,1998-10-05 00:00:00,13.9,-46.4,TS,1998-10-09 12:00:00,41.6,-38.7,65.0
1998278N28126,1998,1998-10-05 06:00:00,28.1,125.6,NR,1998-10-06 00:00:00,29.5,126.0,30.0
1998279S10092,1999,1998-10-06 00:00:00,-10.2,92.0,TS,1998-10-08 06:00:00,-14.1,94.9,40.0
1998280N14069,1998,1998-10-06 12:00:00,14.0,69.0,TS,1998-10-08 00:00:00,14.0,67.0,30.0
1998281N11151,1998,1998-10-07 18:00:00,11.2,151.0,NR,1998-10-13 15:00:00,16.2,124.2,155.0
1998283N13149,1998,1998-10-10 06:00:00,13.1,148.8,NR,1998-10-10 12:00:00,13.6,147.4,50.0
1998283N13268,1998,1998-10-09 12:00:00,13.1,-92.5,NR,1998-10-18 12:00:00,20.6,-106.6,75.0
1998284N13243,1998,1998-10-11 00:00:00,13.0,-117.2,NR,1998-10-13 18:00:00,16.0,-118.6,65.0
1998285N12149,1998,1998-10-11 18:00:00,12.1,149.2,NR,1998-10-20 15:00:00,12.5,126.8,135.0
1998285N14068,1998,1998-10-11 12:00:00,14.0,67.5,TS,1998-10-16 09:00:00,18.5,67.5,35.0
1998287N16083,1998,1998-10-13 12:00:00,15.5,82.5,TS,1998-10-13 18:00:00,15.5,82.0,30.0
1998288N11268,1998,1998-10-15 00:00:00,11.3,-91.7,TS,1998-10-22 12:00:00,16.8,-108.8,100.0
1998295N12284,1998,1998-10-22 00:00:00,11.6,-76.1,TS,1998-10-26 18:00:00,16.9,-83.1,155.0
1998299N11090,1998,1998-10-26 09:00:00,11.0,90.0,TS,1998-10-27 12:00:00,13.0,87.0,30.0
1998310S10096,1999,1998-11-06 06:00:00,-9.9,96.3,TS,1998-11-09 06:00:00,-13.6,96.1,85.0
1998315N09116,1998,1998-11-10 18:00:00,9.4,115.6,NR,1998-11-13 15:00:00,11.2,109.8,50.0
1998317N11087,1998,1998-11-13 00:00:00,11.4,87.3,NR,1998-11-15 12:00:00,17.7,82.9,85.0
1998320N10102,1998,1998-11-16 00:00:00,10.1,102.3,NR,1998-11-21 21:00:00,19.7,87.6,70.0
1998321N11117,1998,1998-11-16 12:00:00,11.4,117.2,TS,1998-11-19 03:00:00,11.6,110.8,43.0
1998327N09126,1998,1998-11-22 12:00:00,9.3,126.2,TS,1998-11-25 03:00:00,13.0,111.8,45.0
1998328N28332,1998,1998-11-24 00:00:00,28.3,-28.0,TS,1998-12-01 00:00:00,35.1,-37.9,75.0
1998335S12138,1999,1998-12-01 00:00:00,-12.0,138.0,TS,1998-12-08 09:00:00,-11.5,129.4,120.0
1998336S13120,1999,1998-12-01 12:00:00,-13.2,120.1,TS,1998-12-04 00:00:00,-18.0,116.9,70.0
1998342N06141,1998,1998-12-07 18:00:00,6.1,141.0,NR,1998-12-11 15:00:00,11.3,118.1,90.0
1998343N08114,1998,1998-12-08 12:00:00,7.6,113.9,NR,1998-12-10 00:00:00,7.7,108.0,40.0
1998346N10072,1998,1998-12-11 18:00:00,10.3,71.9,NR,1998-12-15 15:00:00,17.3,64.6,65.0
1998348S17156,1999,1998-12-13 12:00:00,-16.6,156.4,TS,1998-12-17 06:00:00,-32.0,165.1,35.0
1998351N11125,1998,1998-12-17 00:00:00,10.9,125.0,NR,1998-12-17 12:00:00,12.5,122.9,25.0
1998353N13113,1998,1998-12-18 18:00:00,12.9,113.1,NR,1998-12-19 06:00:00,13.5,113.3,30.0
1998355S14187,1999,1998-12-21 00:00:00,-14.0,-173.5,NR,1998-12-25 21:00:00,-20.3,-175.5,90.0
1998355S20210,1999,1998-12-21 00:00:00,-20.4,-150.1,TS,1998-12-23 12:00:00,-33.3,-143.5,50.0
1998357S11101,1999,1998-12-22 18:00:00,-11.0,100.6,TS,1998-12-24 18:00:00,-16.0,99.3,50.0
1999003N05114,1999,1999-01-03 00:00:00,4.9,113.9,TS,1999-01-06 18:00:00,9.3,114.2,35.0
1999005S21040,1999,1999-01-04 12:00:00,-21.4,40.2,TS,,,,
1999013S13164,1999,1999-01-13 00:00:00,-13.3,163.8,NR,1999-01-16 21:00:00,-15.4,163.5,113.0
1999015S20036,1999,1999-01-14 12:00:00,-20.2,36.1,MX,1999-01-18 03:00:00,-26.9,38.9,60.0
1999020S17158,1999,1999-01-19 12:00:00,-16.8,157.6,TS,1999-01-22 03:00:00,-21.5,161.1,55.0
1999021S13113,1999,1999-01-21 00:00:00,-12.9,113.3,TS,1999-01-24 22:00:00,-16.1,98.5,85.0
1999021S15149,1999,1999-01-21 00:00:00,-15.0,149.0,TS,1999-01-23 21:00:00,-23.5,160.4,55.0
1999024S11138,1999,1999-01-24 00:00:00,-11.3,138.1,TS,1999-01-25 12:00:00,-13.2,138.7,35.0
1999029S14096,1999,1999-01-29 06:00:00,-13.7,96.3,NR,1999-01-31 15:00:00,-17.6,82.6,40.0
1999031N08092,1999,1999-01-30 12:00:00,7.7,92.0,NR,1999-02-03 00:00:00,11.1,85.3,50.0
1999033S14118,1999,1999-02-02 00:00:00,-13.6,117.5,TS,1999-02-06 00:00:00,-18.8,111.2,40.0
1999040S13160,1999,1999-02-08 18:00:00,-13.1,160.1,TS,1999-02-11 12:00:00,-13.5,164.5,45.0
1999040S15147,1999,1999-02-09 11:00:00,-15.2,146.8,TS,1999-02-11 12:00:00,-16.4,145.7,75.0
1999043S18038,1999,1999-02-11 12:00:00,-18.4,38.4,TS,1999-02-14 03:00:00,-22.9,38.9,43.0
1999045N11138,1999,1999-02-13 18:00:00,11.2,137.7,NR,1999-02-17 00:00:00,11.8,130.9,35.0
1999048S21152,1999,1999-02-16 18:00:00,-21.4,152.4,TS,1999-02-20 03:00:00,-21.1,165.5,93.0
1999056S20035,1999,1999-02-24 18:00:00,-20.4,35.4,TS,1999-02-27 12:00:00,-21.6,39.3,30.0
1999057S22203,1999,1999-02-26 06:00:00,-21.5,-157.5,NR,1999-02-27 18:00:00,-26.4,-155.4,45.0
1999060S10089,1999,1999-03-01 06:00:00,-9.9,89.2,NR,1999-03-07 15:00:00,-17.0,70.1,110.0
1999062S12121,1999,1999-03-03 00:00:00,-12.0,121.4,TS,1999-03-08 00:00:00,-14.8,93.8,35.0
1999070S19206,1999,1999-03-11 06:00:00,-18.8,-154.2,TS,1999-03-16 00:00:00,-21.9,-164.2,65.0
1999071S15087,1999,1999-03-11 18:00:00,-14.7,86.9,TS,1999-03-17 03:00:00,-13.6,73.8,35.0
1999074S13118,1999,1999-03-15 00:00:00,-13.1,117.6,TS,1999-03-18 03:00:00,-19.2,110.8,95.0
1999074S13132,1999,1999-03-14 12:00:00,-12.5,131.5,TS,1999-03-20 21:00:00,-17.6,116.0,125.0
1999079S16100,1999,1999-03-19 18:00:00,-16.4,99.8,TS,,,,
1999084S12119,1999,1999-03-25 00:00:00,-11.9,119.3,NR,1999-03-31 15:00:00,-17.6,91.5,140.0
1999092S11131,1999,1999-04-02 00:00:00,-11.2,131.0,TS,1999-04-06 21:00:00,-17.0,116.6,128.0
1999096N10136,1999,1999-04-05 18:00:00,9.8,135.8,NR,1999-04-08 18:00:00,12.6,128.4,35.0
1999107S12090,1999,1999-04-17 00:00:00,-11.5,89.5,NR,1999-04-20 16:00:00,-13.7,91.8,55.0
1999111N08126,1999,1999-04-21 00:00:00,7.6,126.1,NR,1999-04-26 21:00:00,22.6,137.2,73.0
1999116N14114,1999,1999-04-25 18:00:00,14.2,114.0,NR,1999-04-30 15:00:00,19.7,115.3,108.0
1999135N12073,1999,1999-05-15 00:00:00,12.0,72.5,NR,1999-05-18 12:00:00,18.7,67.4,105.0
1999140S16157,1999,1999-05-20 06:00:00,-15.5,156.5,NR,1999-05-25 00:00:00,-35.9,160.3,55.0
1999151N09132,1999,1999-05-30 12:00:00,9.3,131.8,NR,1999-06-04 21:00:00,18.5,124.9,103.0
1999155N15117,1999,1999-06-03 12:00:00,14.5,116.5,TS,,,,
1999159N18091,1999,1999-06-08 06:00:00,18.5,91.4,NR,1999-06-10 12:00:00,21.1,88.4,35.0
1999163N27302,1999,1999-06-11 18:00:00,27.1,-58.1,TS,1999-06-13 00:00:00,28.8,-57.5,50.0
1999168N19086,1999,1999-06-17 03:00:00,18.5,86.0,TS,1999-06-17 06:00:00,18.5,86.0,30.0
1999169N13264,1999,1999-06-17 18:00:00,13.5,-96.5,NR,1999-06-20 18:00:00,17.8,-109.7,85.0
1999184N20265,1999,1999-07-02 18:00:00,20.2,-95.0,TS,1999-07-02 18:00:00,20.2,-95.0,30.0
1999189N12263,1999,1999-07-07 12:00:00,11.7,-96.6,NR,1999-07-13 00:00:00,14.5,-120.3,105.0
1999191N26129,1999,1999-07-09 12:00:00,26.0,129.0,TS,,,,
1999193N16269,1999,1999-07-12 00:00:00,16.2,-91.1,NR,1999-07-14 06:00:00,16.8,-107.4,30.0
1999195N24156,1999,1999-07-14 00:00:00,24.4,155.9,NR,1999-07-16 18:00:00,26.1,147.1,35.0
1999201N25134,1999,1999-07-19 12:00:00,24.6,134.0,NR,1999-07-21 18:00:00,30.9,127.9,30.0
1999202N10241,1999,1999-07-20 12:00:00,10.0,-119.3,NR,1999-07-23 00:00:00,13.4,-130.6,30.0
1999203N17129,1999,1999-07-22 06:00:00,17.4,128.8,MX,1999-07-25 18:00:00,26.3,128.9,50.0
1999204N17117,1999,1999-07-23 00:00:00,16.5,116.8,TS,1999-07-27 00:00:00,21.6,114.9,40.0
1999205N11254,1999,1999-07-23 18:00:00,11.2,-106.0,NR,1999-07-25 12:00:00,15.0,-115.9,35.0
1999208N06139,1999,1999-07-26 18:00:00,5.5,138.7,NR,1999-08-02 09:00:00,29.3,126.2,78.0
1999208N14234,1999,1999-07-26 12:00:00,13.8,-126.0,NR,1999-07-27 00:00:00,14.3,-127.7,30.0
1999208N21089,1999,1999-07-27 03:00:00,21.0,89.0,TS,1999-07-27 12:00:00,22.0,88.5,25.0
1999213N12144,1999,1999-07-31 18:00:00,11.9,144.4,NR,1999-08-05 03:00:00,26.8,132.8,45.0
1999217N11265,1999,1999-08-05 00:00:00,10.8,264.5,NR,1999-08-12 00:00:00,14.9,233.6,120.0
1999218N12241,1999,1999-08-05 12:00:00,12.1,-119.0,NR,1999-08-09 18:00:00,14.0,-132.4,95.0
1999218N21116,1999,1999-08-05 18:00:00,21.0,115.8,TS,1999-08-06 06:00:00,21.6,117.3,35.0
1999219N21089,1999,1999-08-06 12:00:00,21.0,88.5,TS,1999-08-06 12:00:00,21.0,88.5,20.0
1999219N25142,1999,1999-08-07 00:00:00,25.1,141.5,NR,1999-08-07 00:00:00,25.1,141.5,25.0
1999225N12247,1999,1999-08-12 18:00:00,12.4,-113.3,NR,1999-08-13 18:00:00,14.2,-117.0,30.0
1999228N10252,1999,1999-08-15 12:00:00,10.0,-108.0,NR,1999-08-19 12:00:00,16.7,-122.1,55.0
1999228N31128,1999,1999-08-15 18:00:00,31.0,127.6,NR,1999-08-16 06:00:00,30.8,128.0,25.0
1999230N12129,1999,1999-08-17 18:00:00,11.6,128.8,TS,1999-08-22 03:00:00,21.9,114.9,70.0
1999231N14341,1999,1999-08-19 00:00:00,13.5,-18.9,TS,1999-08-28 12:00:00,30.1,-58.0,120.0
1999231N20266,1999,1999-08-18 18:00:00,19.5,-94.4,TS,1999-08-22 06:00:00,25.5,-95.5,125.0
1999231N30181,1999,1999-08-19 00:00:00,29.5,180.5,NR,1999-08-22 03:00:00,32.8,163.0,70.0
1999233N32152,1999,1999-08-20 18:00:00,32.1,151.9,NR,1999-08-22 06:00:00,34.2,147.1,30.0
1999234N16251,1999,1999-08-21 18:00:00,16.2,-108.6,NR,1999-08-22 12:00:00,19.5,-109.3,30.0
1999235N27140,1999,1999-08-23 00:00:00,27.4,140.0,TS,1999-08-26 09:00:00,27.5,145.4,63.0
1999236N12306,1999,1999-08-24 06:00:00,11.5,-53.6,TS,1999-08-24 18:00:00,11.6,-53.9,45.0
1999236N22292,1999,1999-08-24 00:00:00,21.5,-67.7,TS,1999-08-28 18:00:00,27.7,-77.3,90.0
1999241N12133,1999,1999-08-29 06:00:00,11.5,133.4,NR,1999-09-03 00:00:00,20.3,119.5,40.0
1999248N17256,1999,1999-09-05 00:00:00,16.9,-104.5,NR,1999-09-06 18:00:00,21.5,-108.4,65.0
